Entity,Code,Year,all years
Hall,,2021,207369
Hall,,2021,61979
Hall,,2021,2845
Hamblen,,2020,64435
Hamblen,,2021,64468
Hamilton,,2020,13988
Hamilton,,2020,7977
Hamilton,,2020,348868
Hamilton,,2020,15020
Hamilton,,2020,2494
Hamilton,,2020,9403
Hamilton,,2020,5078
Hamilton,,2020,829909
Hamilton,,2020,366991
Hamilton,,2020,8230
Hamilton,,2021,13993
Hamilton,,2021,7911
Hamilton,,2021,356650
Hamilton,,2021,14887
Hamilton,,2021,2484
Hamilton,,2021,9386
Hamilton,,2021,5119
Hamilton,,2021,826139
Hamilton,,2021,369135
Hamilton,,2021,8229
Hamlin,,2020,6167
Hamlin,,2021,6255
Hampden,,2020,464908
Hampden,,2021,462718
Hampshire,,2020,162064
Hampshire,,2020,23067
Hampshire,,2021,161572
Hampshire,,2021,23302
Hampton,,2020,18512
Hampton,,2021,18180
Hampton city,,2020,137131
Hampton city,,2021,137746
Hancock,,2020,8722
Hancock,,2020,17552
Hancock,,2020,80156
Hancock,,2020,10757
Hancock,,2020,9092
Hancock,,2020,55460
Hancock,,2020,46075
Hancock,,2020,74830
Hancock,,2020,6622
Hancock,,2020,29019
Hancock,,2021,8630
Hancock,,2021,17400
Hancock,,2021,81789
Hancock,,2021,10663
Hancock,,2021,9064
Hancock,,2021,56192
Hancock,,2021,46055
Hancock,,2021,74656
Hancock,,2021,6787
Hancock,,2021,28656
Hand,,2020,3130
Hand,,2021,3095
Hanover,,2020,110102
Hanover,,2021,111603
Hansford,,2020,5255
Hansford,,2021,5159
Hanson,,2020,3461
Hanson,,2021,3505
Haralson,,2020,29985
Haralson,,2021,30572
Hardee,,2020,25313
Hardee,,2021,25425
Hardeman,,2020,25410
Hardeman,,2020,3559
Hardeman,,2021,25426
Hardeman,,2021,3552
Hardin,,2020,3634
Hardin,,2020,16821
Hardin,,2020,110719
Hardin,,2020,30725
Hardin,,2020,26800
Hardin,,2020,56277
Hardin,,2021,3650
Hardin,,2021,16708
Hardin,,2021,111607
Hardin,,2021,30621
Hardin,,2021,26892
Hardin,,2021,56973
Harding,,2020,660
Harding,,2020,1317
Harding,,2021,639
Harding,,2021,1327
Hardy,,2020,14240
Hardy,,2021,14160
Harford,,2020,261122
Harford,,2021,262977
Harlan,,2020,26689
Harlan,,2020,3054
Harlan,,2021,26164
Harlan,,2021,3091
Harmon,,2020,2465
Harmon,,2021,2418
Harnett,,2020,133761
Harnett,,2021,135966
Harney,,2020,7491
Harney,,2021,7575
Harper,,2020,5461
Harper,,2020,3255
Harper,,2021,5331
Harper,,2021,3180
Harris,,2020,34927
Harris,,2020,4732491
Harris,,2021,35626
Harris,,2021,4728030
Harrison,,2020,39652
Harrison,,2020,14546
Harrison,,2020,18705
Harrison,,2020,208613
Harrison,,2020,8155
Harrison,,2020,14493
Harrison,,2020,68778
Harrison,,2020,65771
Harrison,,2021,39761
Harrison,,2021,14669
Harrison,,2021,18950
Harrison,,2021,209396
Harrison,,2021,8164
Harrison,,2021,14477
Harrison,,2021,69150
Harrison,,2021,65158
Harrisonburg city,,2020,51675
Harrisonburg city,,2021,51430
Hart,,2020,25866
Hart,,2020,19271
Hart,,2021,26409
Hart,,2021,19460
Hartford,,2020,897932
Hartford,,2021,896854
Hartley,,2020,5362
Hartley,,2021,5397
Harvey,,2020,33942
Harvey,,2021,33817
Haskell,,2020,3756
Haskell,,2020,11549
Haskell,,2020,5424
Haskell,,2021,3668
Haskell,,2021,11602
Haskell,,2021,5411
Hawaii,,2020,200746
Hawaii,,2021,202906
Hawkins,,2020,56669
Hawkins,,2021,57288
Hayes,,2020,855
Hayes,,2021,843
Hays,,2020,243809
Hays,,2021,255397
Haywood,,2020,62131
Haywood,,2020,17795
Haywood,,2021,62476
Haywood,,2021,17694
Heard,,2020,11465
Heard,,2021,11565
Hemphill,,2020,3368
Hemphill,,2021,3271
Hempstead,,2020,19993
Hempstead,,2021,19694
Henderson,,2020,6339
Henderson,,2020,44645
Henderson,,2020,116493
Henderson,,2020,27818
Henderson,,2020,82348
Henderson,,2021,6312
Henderson,,2021,44329
Henderson,,2021,116829
Henderson,,2021,27953
Henderson,,2021,83667
Hendricks,,2020,175528
Hendricks,,2021,179355
Hendry,,2020,39707
Hendry,,2021,40313
Hennepin,,2020,1281267
Hennepin,,2021,1267416
Henrico,,2020,334298
Henrico,,2021,333554
Henry,,2020,17167
Henry,,2020,241818
Henry,,2020,49138
Henry,,2020,48885
Henry,,2020,20412
Henry,,2020,15666
Henry,,2020,21949
Henry,,2020,27629
Henry,,2020,32115
Henry,,2020,50782
Henry,,2021,17459
Henry,,2021,245235
Henry,,2021,48907
Henry,,2021,48935
Henry,,2021,20387
Henry,,2021,15657
Henry,,2021,22206
Henry,,2021,27538
Henry,,2021,32239
Henry,,2021,50248
Herkimer,,2020,60007
Herkimer,,2021,59937
Hernando,,2020,195508
Hernando,,2021,200638
Hertford,,2020,21451
Hertford,,2021,21278
Hettinger,,2020,2474
Hettinger,,2021,2430
Hickman,,2020,4521
Hickman,,2020,24942
Hickman,,2021,4424
Hickman,,2021,25307
Hickory,,2020,8303
Hickory,,2021,8607
Hidalgo,,2020,4149
Hidalgo,,2020,872204
Hidalgo,,2021,4074
Hidalgo,,2021,880356
Highland,,2020,43321
Highland,,2020,2236
Highland,,2021,43354
Highland,,2021,2226
Highlands,,2020,101222
Highlands,,2021,103296
Hill,,2020,16250
Hill,,2020,35965
Hill,,2021,16179
Hill,,2021,36471
Hillsborough,,2020,1463380
Hillsborough,,2020,422705
Hillsborough,,2021,1478194
Hillsborough,,2021,424079
Hillsdale,,2020,45677
Hillsdale,,2021,45546
Hinds,,2020,226636
Hinds,,2021,222679
Hinsdale,,2020,794
Hinsdale,,2021,781
Hitchcock,,2020,2610
Hitchcock,,2021,2586
Hocking,,2020,27999
Hocking,,2021,28097
Hockley,,2020,21490
Hockley,,2021,21363
Hodgeman,,2020,1718
Hodgeman,,2021,1710
Hoke,,2020,52223
Hoke,,2021,53114
Holmes,,2020,19622
Holmes,,2020,16912
Holmes,,2020,44194
Holmes,,2021,19784
Holmes,,2021,16496
Holmes,,2021,44271
Holt,,2020,4186
Holt,,2020,10083
Holt,,2021,4226
Holt,,2021,10049
Honolulu,,2020,1013227
Honolulu,,2021,1000890
Hood,,2020,61953
Hood,,2021,64222
Hood River,,2020,23943
Hood River,,2021,24057
Hooker,,2020,707
Hooker,,2021,734
Hoonah-Angoon,,2020,2361
Hoonah-Angoon,,2021,2332
Hopewell city,,2020,22967
Hopewell city,,2021,23140
Hopkins,,2020,45367
Hopkins,,2020,36795
Hopkins,,2021,45138
Hopkins,,2021,37211
Horry,,2020,353498
Horry,,2021,365579
Hot Spring,,2020,33034
Hot Spring,,2021,33148
Hot Springs,,2020,4622
Hot Springs,,2021,4597
Houghton,,2020,37160
Houghton,,2021,37313
Houston,,2020,107190
Houston,,2020,164242
Houston,,2020,18818
Houston,,2020,8285
Houston,,2020,22068
Houston,,2021,107458
Houston,,2021,166829
Houston,,2021,18778
Houston,,2021,8317
Houston,,2021,22241
Howard,,2020,12755
Howard,,2020,83619
Howard,,2020,9487
Howard,,2020,332722
Howard,,2020,10144
Howard,,2020,6496
Howard,,2020,34797
Howard,,2021,12698
Howard,,2021,83687
Howard,,2021,9478
Howard,,2021,334529
Howard,,2021,10168
Howard,,2021,6531
Howard,,2021,34128
Howell,,2020,39750
Howell,,2021,39975
Hubbard,,2020,21380
Hubbard,,2021,21715
Hudson,,2020,722655
Hudson,,2021,702463
Hudspeth,,2020,3196
Hudspeth,,2021,3287
Huerfano,,2020,6810
Huerfano,,2021,6920
Hughes,,2020,13334
Hughes,,2020,17704
Hughes,,2021,13405
Hughes,,2021,17694
Humboldt,,2020,136351
Humboldt,,2020,9595
Humboldt,,2020,17283
Humboldt,,2021,136310
Humboldt,,2021,9634
Humboldt,,2021,17648
Humphreys,,2020,7715
Humphreys,,2020,18974
Humphreys,,2021,7551
Humphreys,,2021,19211
Hunt,,2020,100231
Hunt,,2021,103394
Hunterdon,,2020,128839
Hunterdon,,2021,129924
Huntingdon,,2020,44030
Huntingdon,,2021,43889
Huntington,,2020,36599
Huntington,,2021,36717
Huron,,2020,31351
Huron,,2020,58439
Huron,,2021,31252
Huron,,2021,58367
Hutchinson,,2020,7411
Hutchinson,,2020,20539
Hutchinson,,2021,7411
Hutchinson,,2021,20495
Hyde,,2020,4549
Hyde,,2020,1258
Hyde,,2021,4508
Hyde,,2021,1236
Iberia,,2020,69725
Iberia,,2021,68975
Iberville,,2020,30095
Iberville,,2021,29824
Ida,,2020,7007
Ida,,2021,6956
Idaho,,2020,16561
Idaho,,2021,17040
Imperial,,2020,179489
Imperial,,2021,179851
Independence,,2020,37892
Independence,,2021,37723
Indian River,,2020,160345
Indian River,,2021,163662
Indiana,,2020,83116
Indiana,,2021,82886
Ingham,,2020,284520
Ingham,,2021,284034
Inyo,,2020,19023
Inyo,,2021,18970
Ionia,,2020,66861
Ionia,,2021,67197
Iosco,,2020,25191
Iosco,,2021,25369
Iowa,,2020,16679
Iowa,,2020,23676
Iowa,,2021,16568
Iowa,,2021,23756
Iredell,,2020,187630
Iredell,,2021,191968
Irion,,2020,1522
Irion,,2021,1552
Iron,,2020,11637
Iron,,2020,9515
Iron,,2020,57640
Iron,,2020,6128
Iron,,2021,11635
Iron,,2021,9408
Iron,,2021,60519
Iron,,2021,6178
Iroquois,,2020,26984
Iroquois,,2021,26827
Irwin,,2020,9643
Irwin,,2021,9618
Isabella,,2020,64488
Isabella,,2021,64813
Isanti,,2020,41383
Isanti,,2021,41906
Island,,2020,86948
Island,,2021,87432
Isle of Wight,,2020,38658
Isle of Wight,,2021,39278
Issaquena,,2020,1326
Issaquena,,2021,1280
Itasca,,2020,44984
Itasca,,2021,45070
Itawamba,,2020,23824
Itawamba,,2021,23838
Izard,,2020,13576
Izard,,2021,13911
Jack,,2020,8492
Jack,,2021,8712
Jackson,,2020,52519
Jackson,,2020,16737
Jackson,,2020,1376
Jackson,,2020,47214
Jackson,,2020,76712
Jackson,,2020,52896
Jackson,,2020,46373
Jackson,,2020,19437
Jackson,,2020,13230
Jackson,,2020,12951
Jackson,,2020,14989
Jackson,,2020,160200
Jackson,,2020,9969
Jackson,,2020,143291
Jackson,,2020,717243
Jackson,,2020,43134
Jackson,,2020,32642
Jackson,,2020,24731
Jackson,,2020,223394
Jackson,,2020,2810
Jackson,,2020,11617
Jackson,,2020,15000
Jackson,,2020,27735
Jackson,,2020,21102
Jackson,,2021,52773
Jackson,,2021,16811
Jackson,,2021,1363
Jackson,,2021,47694
Jackson,,2021,80286
Jackson,,2021,52565
Jackson,,2021,46067
Jackson,,2021,19368
Jackson,,2021,13261
Jackson,,2021,12984
Jackson,,2021,14876
Jackson,,2021,160050
Jackson,,2021,9990
Jackson,,2021,143987
Jackson,,2021,716862
Jackson,,2021,43410
Jackson,,2021,32511
Jackson,,2021,24777
Jackson,,2021,223734
Jackson,,2021,2878
Jackson,,2021,11750
Jackson,,2021,15121
Jackson,,2021,27738
Jackson,,2021,21121
James City,,2020,78412
James City,,2021,79882
Jasper,,2020,14638
Jasper,,2020,9247
Jasper,,2020,32906
Jasper,,2020,37802
Jasper,,2020,16348
Jasper,,2020,122766
Jasper,,2020,29073
Jasper,,2020,32900
Jasper,,2021,15278
Jasper,,2021,9193
Jasper,,2021,33091
Jasper,,2021,37764
Jasper,,2021,16291
Jasper,,2021,123155
Jasper,,2021,30324
Jasper,,2021,32975
Jay,,2020,20456
Jay,,2021,20248
Jeff Davis,,2020,14777
Jeff Davis,,2020,1978
Jeff Davis,,2021,14872
Jeff Davis,,2021,1949
Jefferson,,2020,673341
Jefferson,,2020,66811
Jefferson,,2020,582928
Jefferson,,2020,14560
Jefferson,,2020,15658
Jefferson,,2020,31055
Jefferson,,2020,37029
Jefferson,,2020,33075
Jefferson,,2020,15659
Jefferson,,2020,18300
Jefferson,,2020,782123
Jefferson,,2020,439845
Jefferson,,2020,7254
Jefferson,,2020,226929
Jefferson,,2020,12133
Jefferson,,2020,7260
Jefferson,,2020,116134
Jefferson,,2020,65107
Jefferson,,2020,5326
Jefferson,,2020,24518
Jefferson,,2020,44431
Jefferson,,2020,54870
Jefferson,,2020,255979
Jefferson,,2020,33048
Jefferson,,2020,57732
Jefferson,,2020,84858
Jefferson,,2021,667820
Jefferson,,2021,65861
Jefferson,,2021,579581
Jefferson,,2021,14555
Jefferson,,2021,15524
Jefferson,,2021,32202
Jefferson,,2021,36877
Jefferson,,2021,33141
Jefferson,,2021,15647
Jefferson,,2021,18411
Jefferson,,2021,777874
Jefferson,,2021,433688
Jefferson,,2021,7205
Jefferson,,2021,227771
Jefferson,,2021,12470
Jefferson,,2021,7176
Jefferson,,2021,116295
Jefferson,,2021,64789
Jefferson,,2021,5438
Jefferson,,2021,25068
Jefferson,,2021,44114
Jefferson,,2021,55624
Jefferson,,2021,253704
Jefferson,,2021,33605
Jefferson,,2021,58370
Jefferson,,2021,84943
Jefferson Davis,,2020,32166
Jefferson Davis,,2020,11258
Jefferson Davis,,2021,32345
Jefferson Davis,,2021,11134
Jenkins,,2020,8662
Jenkins,,2021,8639
Jennings,,2020,27564
Jennings,,2021,27409
Jerauld,,2020,1657
Jerauld,,2021,1636
Jerome,,2020,24222
Jerome,,2021,24662
Jersey,,2020,21444
Jersey,,2021,21333
Jessamine,,2020,52972
Jessamine,,2021,53626
Jewell,,2020,2926
Jewell,,2021,2937
Jim Hogg,,2020,4839
Jim Hogg,,2021,4801
Jim Wells,,2020,38813
Jim Wells,,2021,38847
Jo Daviess,,2020,22035
Jo Daviess,,2021,21939
Johnson,,2020,25692
Johnson,,2020,9168
Johnson,,2020,13307
Johnson,,2020,162180
Johnson,,2020,152984
Johnson,,2020,610536
Johnson,,2020,22634
Johnson,,2020,54002
Johnson,,2020,5288
Johnson,,2020,17966
Johnson,,2020,180733
Johnson,,2020,8459
Johnson,,2021,25845
Johnson,,2021,9160
Johnson,,2021,13463
Johnson,,2021,164298
Johnson,,2021,154748
Johnson,,2021,613219
Johnson,,2021,22556
Johnson,,2021,54150
Johnson,,2021,5316
Johnson,,2021,18170
Johnson,,2021,187280
Johnson,,2021,8623
Johnston,,2020,217612
Johnston,,2020,10222
Johnston,,2021,226504
Johnston,,2021,10301
Jones,,2020,28356
Jones,,2020,20647
Jones,,2020,67142
Jones,,2020,9156
Jones,,2020,925
Jones,,2020,19676
Jones,,2021,28400
Jones,,2021,20805
Jones,,2021,66744
Jones,,2021,9255
Jones,,2021,879
Jones,,2021,19873
Josephine,,2020,88105
Josephine,,2021,88346
Juab,,2020,11824
Juab,,2021,12155
Judith Basin,,2020,2017
Judith Basin,,2021,2044
Juneau,,2020,26759
Juneau,,2021,26802
Juneau City and,,2020,32195
Juneau City and,,2021,31973
Juniata,,2020,23451
Juniata,,2021,23297
Kalamazoo,,2020,261629
Kalamazoo,,2021,261108
Kalawao,,2020,82
Kalawao,,2021,82
Kalkaska,,2020,17925
Kalkaska,,2021,17979
Kanabec,,2020,16040
Kanabec,,2021,16159
Kanawha,,2020,180048
Kanawha,,2021,177952
Kandiyohi,,2020,43685
Kandiyohi,,2021,43767
Kane,,2020,516155
Kane,,2020,7673
Kane,,2021,515588
Kane,,2021,7992
Kankakee,,2020,107236
Kankakee,,2021,106601
Karnes,,2020,14721
Karnes,,2021,14754
Kauai,,2020,73201
Kauai,,2021,73454
Kaufman,,2020,146986
Kaufman,,2021,157768
Kay,,2020,43541
Kay,,2021,43732
Kearney,,2020,6695
Kearney,,2021,6674
Kearny,,2020,3971
Kearny,,2021,3891
Keith,,2020,8322
Keith,,2021,8279
Kemper,,2020,8983
Kemper,,2021,8829
Kenai Peninsula,,2020,58893
Kenai Peninsula,,2021,59767
Kendall,,2020,132291
Kendall,,2020,44527
Kendall,,2021,134867
Kendall,,2021,46788
Kenedy,,2020,346
Kenedy,,2021,340
Kennebec,,2020,123754
Kennebec,,2021,124486
Kenosha,,2020,169073
Kenosha,,2021,168732
Kent,,2020,182256
Kent,,2020,19142
Kent,,2020,658040
Kent,,2020,170323
Kent,,2020,759
Kent,,2021,184149
Kent,,2021,19270
Kent,,2021,658046
Kent,,2021,170715
Kent,,2021,749
Kenton,,2020,169183
Kenton,,2021,169495
Keokuk,,2020,9995
Keokuk,,2021,9914
Kern,,2020,909997
Kern,,2021,917673
Kerr,,2020,52676
Kerr,,2021,53161
Kershaw,,2020,65536
Kershaw,,2021,66130
Ketchikan Gateway,,2020,13902
Ketchikan Gateway,,2021,13754
Kewaunee,,2020,20539
Kewaunee,,2021,20543
Keweenaw,,2020,2055
Keweenaw,,2021,2107
Keya Paha,,2020,763
Keya Paha,,2021,787
Kidder,,2020,2384
Kidder,,2021,2369
Kimball,,2020,3401
Kimball,,2021,3412
Kimble,,2020,4289
Kimble,,2021,4365
King,,2020,270
King,,2020,2272571
King,,2021,258
King,,2021,2252305
King George,,2020,26806
King George,,2021,27489
King William,,2020,17905
King William,,2021,18171
King and Queen,,2020,6590
King and Queen,,2021,6662
Kingfisher,,2020,15151
Kingfisher,,2021,15204
Kingman,,2020,7446
Kingman,,2021,7392
Kings,,2020,152627
Kings,,2020,2727393
Kings,,2021,153443
Kings,,2021,2641052
Kingsbury,,2020,5211
Kingsbury,,2021,5192
Kinney,,2020,3127
Kinney,,2021,3130
Kiowa,,2020,1452
Kiowa,,2020,2452
Kiowa,,2020,8487
Kiowa,,2021,1452
Kiowa,,2021,2392
Kiowa,,2021,8410
Kit Carson,,2020,7064
Kit Carson,,2021,6950
Kitsap,,2020,275660
Kitsap,,2021,274314
Kittitas,,2020,44589
Kittitas,,2021,45499
Kittson,,2020,4180
Kittson,,2021,4146
Klamath,,2020,69504
Klamath,,2021,70164
Kleberg,,2020,30958
Kleberg,,2021,30635
Klickitat,,2020,22783
Klickitat,,2021,23118
Knott,,2020,14160
Knott,,2021,14053
Knox,,2020,49736
Knox,,2020,36244
Knox,,2020,30135
Knox,,2020,40609
Knox,,2020,3732
Knox,,2020,8383
Knox,,2020,62765
Knox,,2020,480126
Knox,,2020,3361
Knox,,2021,49268
Knox,,2021,35956
Knox,,2021,29909
Knox,,2021,41084
Knox,,2021,3808
Knox,,2021,8401
Knox,,2021,62897
Knox,,2021,486677
Knox,,2021,3351
Kodiak Island,,2020,13023
Kodiak Island,,2021,12787
Koochiching,,2020,12031
Koochiching,,2021,11941
Kootenai,,2020,172646
Kootenai,,2021,179789
Kosciusko,,2020,80050
Kosciusko,,2021,80106
Kossuth,,2020,14786
Kossuth,,2021,14529
Kusilvak,,2020,8357
Kusilvak,,2021,8360
La Crosse,,2020,120852
La Crosse,,2021,120433
La Paz,,2020,16580
La Paz,,2021,16408
La Plata,,2020,55642
La Plata,,2021,56250
La Salle,,2020,6642
La Salle,,2021,6670
LaGrange,,2020,40515
LaGrange,,2021,40524
LaMoure,,2020,4083
LaMoure,,2021,4066
LaPorte,,2020,112222
LaPorte,,2021,112390
LaSalle,,2020,109359
LaSalle,,2020,14812
LaSalle,,2021,108965
LaSalle,,2021,14834
Labette,,2020,20119
Labette,,2021,19912
Lac qui Parle,,2020,6701
Lac qui Parle,,2021,6684
Lackawanna,,2020,215516
Lackawanna,,2021,215663
Laclede,,2020,36024
Laclede,,2021,36133
Lafayette,,2020,6294
Lafayette,,2020,8252
Lafayette,,2020,242004
Lafayette,,2020,55905
Lafayette,,2020,33001
Lafayette,,2020,16605
Lafayette,,2021,6163
Lafayette,,2021,8382
Lafayette,,2021,244205
Lafayette,,2021,56884
Lafayette,,2021,32817
Lafayette,,2021,16784
Lafourche,,2020,97495
Lafourche,,2021,97504
Lake,,2020,68174
Lake,,2020,7409
Lake,,2020,385875
Lake,,2020,713217
Lake,,2020,498597
Lake,,2020,12099
Lake,,2020,10885
Lake,,2020,31259
Lake,,2020,232410
Lake,,2020,8149
Lake,,2020,11010
Lake,,2020,6980
Lake,,2021,68766
Lake,,2021,7407
Lake,,2021,395804
Lake,,2021,711239
Lake,,2021,498558
Lake,,2021,12308
Lake,,2021,10986
Lake,,2021,32033
Lake,,2021,232023
Lake,,2021,8276
Lake,,2021,10851
Lake,,2021,7128
Lake and Peninsula,,2020,1454
Lake and Peninsula,,2021,1416
Lake of the Woods,,2020,3760
Lake of the Woods,,2021,3823
Lamar,,2020,13943
Lamar,,2020,18550
Lamar,,2020,64368
Lamar,,2020,50077
Lamar,,2021,13689
Lamar,,2021,19080
Lamar,,2021,65353
Lamar,,2021,50098
Lamb,,2020,12984
Lamb,,2021,12898
Lamoille,,2020,25914
Lamoille,,2021,26126
Lampasas,,2020,21707
Lampasas,,2021,22252
Lancaster,,2020,322910
Lancaster,,2020,552597
Lancaster,,2020,96652
Lancaster,,2020,10910
Lancaster,,2021,324514
Lancaster,,2021,553652
Lancaster,,2021,100336
Lancaster,,2021,10928
Lander,,2020,5725
Lander,,2021,5798
Lane,,2020,1568
Lane,,2020,382940
Lane,,2021,1565
Lane,,2021,383189
Langlade,,2020,19438
Langlade,,2021,19502
Lanier,,2020,9916
Lanier,,2021,9907
Lapeer,,2020,88528
Lapeer,,2021,88513
Laramie,,2020,100690
Laramie,,2021,100863
Larimer,,2020,359686
Larimer,,2021,362533
Larue,,2020,14870
Larue,,2021,15028
Las Animas,,2020,14564
Las Animas,,2021,14633
Lassen,,2020,32719
Lassen,,2021,33159
Latah,,2020,39611
Latah,,2021,40313
Latimer,,2020,9461
Latimer,,2021,9427
Lauderdale,,2020,93610
Lauderdale,,2020,72706
Lauderdale,,2020,25100
Lauderdale,,2021,94043
Lauderdale,,2021,72088
Lauderdale,,2021,25108
Laurel,,2020,62662
Laurel,,2021,62561
Laurens,,2020,49497
Laurens,,2020,67551
Laurens,,2021,49547
Laurens,,2021,67803
Lavaca,,2020,20338
Lavaca,,2021,20544
Lawrence,,2020,33063
Lawrence,,2020,16196
Lawrence,,2020,15234
Lawrence,,2020,45022
Lawrence,,2020,16288
Lawrence,,2020,11984
Lawrence,,2020,37963
Lawrence,,2020,58132
Lawrence,,2020,85865
Lawrence,,2020,25812
Lawrence,,2020,44189
Lawrence,,2021,33090
Lawrence,,2021,16292
Lawrence,,2021,15152
Lawrence,,2021,45070
Lawrence,,2021,16290
Lawrence,,2021,11812
Lawrence,,2021,38321
Lawrence,,2021,57445
Lawrence,,2021,85497
Lawrence,,2021,26165
Lawrence,,2021,44828
Le Flore,,2020,48131
Le Flore,,2021,48476
Le Sueur,,2020,28627
Le Sueur,,2021,28841
Lea,,2020,74586
Lea,,2021,73004
Leake,,2020,21247
Leake,,2021,21196
Leavenworth,,2020,81870
Leavenworth,,2021,82184
Lebanon,,2020,143242
Lebanon,,2021,143493
Lee,,2020,174601
Lee,,2020,8529
Lee,,2020,764679
Lee,,2020,33179
Lee,,2020,34021
Lee,,2020,33512
Lee,,2020,7360
Lee,,2020,83228
Lee,,2020,63387
Lee,,2020,16458
Lee,,2020,17499
Lee,,2020,22084
Lee,,2021,177218
Lee,,2021,8619
Lee,,2021,787976
Lee,,2021,33411
Lee,,2021,34049
Lee,,2021,33215
Lee,,2021,7451
Lee,,2021,82883
Lee,,2021,64138
Lee,,2021,16280
Lee,,2021,17706
Lee,,2021,21983
Leelanau,,2020,22302
Leelanau,,2021,22623
Leflore,,2020,28196
Leflore,,2021,27557
Lehigh,,2020,374504
Lehigh,,2021,375539
Lemhi,,2020,7948
Lemhi,,2021,8162
Lenawee,,2020,99214
Lenawee,,2021,98956
Lenoir,,2020,54995
Lenoir,,2021,54706
Leon,,2020,292378
Leon,,2020,15727
Leon,,2021,292817
Leon,,2021,15959
Leslie,,2020,10455
Leslie,,2021,10278
Letcher,,2020,21428
Letcher,,2021,21253
Levy,,2020,43051
Levy,,2021,44158
Lewis,,2020,3531
Lewis,,2020,13061
Lewis,,2020,10031
Lewis,,2020,26538
Lewis,,2020,12602
Lewis,,2020,82474
Lewis,,2020,17009
Lewis,,2021,3715
Lewis,,2021,12987
Lewis,,2021,10000
Lewis,,2021,26573
Lewis,,2021,12857
Lewis,,2021,84398
Lewis,,2021,16892
Lewis and Clark,,2020,71093
Lewis and Clark,,2021,72223
Lexington,,2020,294891
Lexington,,2021,300137
Lexington city,,2020,7313
Lexington city,,2021,7456
Liberty,,2020,7974
Liberty,,2020,65220
Liberty,,2020,1960
Liberty,,2020,92351
Liberty,,2021,7900
Liberty,,2021,65711
Liberty,,2021,1946
Liberty,,2021,97621
Licking,,2020,178680
Licking,,2021,180401
Limestone,,2020,104322
Limestone,,2020,22103
Limestone,,2021,107517
Limestone,,2021,22119
Lincoln,,2020,12879
Lincoln,,2020,5669
Lincoln,,2020,7704
Lincoln,,2020,5133
Lincoln,,2020,2947
Lincoln,,2020,24238
Lincoln,,2020,48259
Lincoln,,2020,35192
Lincoln,,2020,5628
Lincoln,,2020,34815
Lincoln,,2020,59829
Lincoln,,2020,19731
Lincoln,,2020,34551
Lincoln,,2020,4502
Lincoln,,2020,20296
Lincoln,,2020,87190
Lincoln,,2020,33469
Lincoln,,2020,50472
Lincoln,,2020,65613
Lincoln,,2020,35309
Lincoln,,2020,10920
Lincoln,,2020,20337
Lincoln,,2020,28374
Lincoln,,2020,19674
Lincoln,,2021,13037
Lincoln,,2021,5688
Lincoln,,2021,7749
Lincoln,,2021,5282
Lincoln,,2021,2903
Lincoln,,2021,24243
Lincoln,,2021,48152
Lincoln,,2021,35828
Lincoln,,2021,5567
Lincoln,,2021,34943
Lincoln,,2021,61586
Lincoln,,2021,20525
Lincoln,,2021,34133
Lincoln,,2021,4525
Lincoln,,2021,20436
Lincoln,,2021,89670
Lincoln,,2021,33829
Lincoln,,2021,50862
Lincoln,,2021,67870
Lincoln,,2021,35433
Lincoln,,2021,11232
Lincoln,,2021,20126
Lincoln,,2021,28541
Lincoln,,2021,20153
Linn,,2020,230263
Linn,,2020,9582
Linn,,2020,11849
Linn,,2020,128936
Linn,,2021,228939
Linn,,2021,9747
Linn,,2021,11843
Linn,,2021,129839
Lipscomb,,2020,3042
Lipscomb,,2021,2931
Litchfield,,2020,184874
Litchfield,,2021,185000
Little River,,2020,11971
Little River,,2021,11944
Live Oak,,2020,11343
Live Oak,,2021,11377
Livingston,,2020,35752
Livingston,,2020,8845
Livingston,,2020,142726
Livingston,,2020,193973
Livingston,,2020,14562
Livingston,,2020,61699
Livingston,,2021,35664
Livingston,,2021,8959
Livingston,,2021,145830
Livingston,,2021,195014
Livingston,,2021,14755
Livingston,,2021,61578
Llano,,2020,21249
Llano,,2021,21978
Logan,,2020,21097
Logan,,2020,21495
Logan,,2020,27879
Logan,,2020,2743
Logan,,2020,27497
Logan,,2020,714
Logan,,2020,1885
Logan,,2020,46065
Logan,,2020,49726
Logan,,2020,32473
Logan,,2021,21215
Logan,,2021,21487
Logan,,2021,27992
Logan,,2021,2722
Logan,,2021,27771
Logan,,2021,687
Logan,,2021,1883
Logan,,2021,46035
Logan,,2021,50885
Logan,,2021,31909
Long,,2020,16287
Long,,2021,17152
Lonoke,,2020,74042
Lonoke,,2021,74722
Lorain,,2020,313367
Lorain,,2021,315595
Los Alamos,,2020,19424
Los Alamos,,2021,19330
Los Angeles,,2020,9989165
Los Angeles,,2021,9829544
Loudon,,2020,55097
Loudon,,2021,56690
Loudoun,,2020,422597
Loudoun,,2021,427592
Louisa,,2020,10806
Louisa,,2020,37757
Louisa,,2021,10749
Louisa,,2021,38848
Loup,,2020,606
Loup,,2021,604
Love,,2020,10143
Love,,2021,10216
Loving,,2020,67
Loving,,2021,57
Lowndes,,2020,10297
Lowndes,,2020,118316
Lowndes,,2020,58726
Lowndes,,2021,9965
Lowndes,,2021,119276
Lowndes,,2021,58150
Lubbock,,2020,311419
Lubbock,,2021,314451
Lucas,,2020,8615
